Titre,Auteurs,Année,Source,Citations,DOI,Lien,Terme_recherche
Customized allogeneic bone grafts for maxillary horizontal augmentation: A 5-year follow-up radiographic and histologic evaluation.,"Kloss FR, Offermanns V, Donkiewicz P, Kloss-Brandstätter A.",2020,Clin Case Rep,None,10.1002/ccr3.2777,https://europepmc.org/article/MED/32477540,"""mucoderm"""
High-Fructose Diet Increases Inflammatory Cytokines and Alters Gut Microbiota Composition in Rats.,"Wang Y, Qi W, Song G, Pang S, Peng Z, Li Y, Wang P.",2020,Mediators Inflamm,None,10.1155/2020/6672636,https://europepmc.org/article/MED/33312070,"""mucoderm"""
Histomorphometric Comparison between Two Types of Acellular Dermal Matrix Grafts: A Mini Pig Animal Model Study.,"Aragoneses J, Suárez A, Rodríguez C, Aragoneses JM.",2021,Int J Environ Res Public Health,None,10.3390/ijerph18083881,https://europepmc.org/article/MED/33917133,"""mucoderm"""
Biodegradation pattern and tissue integration of native and cross-linked porcine collagen soft tissue augmentation matrices - an experimental study in the rat.,"Rothamel D, Benner M, Fienitz T, Happe A, Kreppel M, Nickenig HJ, Zöller JE.",2014,Head Face Med,None,10.1186/1746-160x-10-10,https://europepmc.org/article/MED/24670219,"""mucoderm"""
Application value of MRI diffuse weighted imaging combined with PET/CT in the diagnosis of stomach cancer at different stages.,"Sui Y, Zou Z, Li F, Hao C.",2019,Oncol Lett,None,10.3892/ol.2019.10286,https://europepmc.org/article/MED/31289470,"""mucoderm"""
State of the Art on Biomaterials for Soft Tissue Augmentation in the Oral Cavity. Part II: Synthetic Polymers-Based Biomaterials.,"Toledano M, Toledano-Osorio M, Carrasco-Carmona Á, Vallecillo C, Toledano R, Medina-Castillo AL, Osorio R.",2020,Polymers (Basel),None,10.3390/polym12081845,https://europepmc.org/article/MED/32824577,"""mucoderm"""
Efficacy of Enamel Derivatives to Improve Keratinized Tissue as Adjunct to Coverage of Gingival Recessions: A Systematic Review and Meta-Analysis.,"Discepoli N, Mirra R, Ferrari M.",2019,Materials (Basel),None,10.3390/ma12172790,https://europepmc.org/article/MED/31480232,"""mucoderm"""
Enhancement of Wound Healing by the Traditional Chinese Medicine Herbal Mixture <i>Sophora flavescens</i> in a Rat Model of Perianal Ulceration.,"Xu X, Li X, Zhang L, Liu Z, Pan Y, Chen D, Bin D, Deng Q, Sun YU, Hoffman RM, Yang Z, Yuan H.",2017,In Vivo,None,10.21873/invivo.11092,https://europepmc.org/article/MED/28652418,"""mucoderm"""
Stability of biomaterials used in adjunct to coronally advanced flap: A systematic review and network meta-analysis.,"Panda S, Khijmatgar S, Arbildo-Vega H, Das AC, Kumar M, Das M, Mancini L, Del Fabbro M.",2022,Clin Exp Dent Res,None,10.1002/cre2.461,https://europepmc.org/article/MED/34845864,"""mucoderm"""
Changes of the peri-implant soft tissue thickness after grafting with a collagen matrix.,"Zafiropoulos GG, Deli G, Hoffmann O, John G.",2016,J Indian Soc Periodontol,None,10.4103/0972-124x.181245,https://europepmc.org/article/MED/28298828,"""mucoderm"""
The metabolic effect of fructose on normal rats in a mild dose with glucose and saccharose as control.,"Song G, Qi W, Wang Y, Pang S, Li Y.",2021,Food Nutr Res,None,10.29219/fnr.v65.5589,https://europepmc.org/article/MED/34262416,"""mucoderm"""
Characterization of the Cellular Reaction to a Collagen-Based Matrix: An In Vivo Histological and Histomorphometrical Analysis.,"Udeabor SE, Herrera-Vizcaíno C, Sader R, Kirkpatrick CJ, Al-Maawi S, Ghanaati S.",2020,Materials (Basel),None,10.3390/ma13122730,https://europepmc.org/article/MED/32560130,"""mucoderm"""
Positive Effects of Three-Dimensional Collagen-Based Matrices on the Behavior of Osteoprogenitors.,"Lin Z, Nica C, Sculean A, Asparuhova MB.",2021,Front Bioeng Biotechnol,None,10.3389/fbioe.2021.708830,https://europepmc.org/article/MED/34368101,"""mucoderm"""
Comparative evaluation of effect of injectable platelet-rich fibrin with collagen membrane compared with collagen membrane alone for gingival recession coverage.,"Patra L, Raj SC, Katti N, Mohanty D, Pradhan SS, Tabassum S, Mishra AK, Patnaik K, Mahapatra A.",2022,World J Exp Med,None,10.5493/wjem.v12.i4.68,https://europepmc.org/article/MED/36157336,"""mucoderm"""
3D Printing Approach in Dentistry: The Future for Personalized Oral Soft Tissue Regeneration.,"Nesic D, Schaefer BM, Sun Y, Saulacic N, Sailer I.",2020,J Clin Med,None,10.3390/jcm9072238,https://europepmc.org/article/MED/32679657,"""mucoderm"""
Evaluation of recombinant fowlpox virus expressing infectious bronchitis virus S1 gene and chicken interferon-γ gene for immune protection against heterologous strains.,"Shi XM, Zhao Y, Gao HB, Jing Z, Wang M, Cui HY, Tong GZ, Wang YF.",2011,Vaccine,None,10.1016/j.vaccine.2010.12.102,https://europepmc.org/article/MED/21216313,"""mucoderm"""
Effect of LED photobiomodulation on dental implant osseointegration: An in vivo study.,Foletti JM; Remy F; Chevenement L; Sterba M; Tavitian P; Badih L; Kenck-Veran O,2023,J Dent Res Dent Clin Dent Prospects,NC,10.34172/joddd.2023.36954,https://pubmed.ncbi.nlm.nih.gov/37650019/,"""kontact TM"""
Effect of bone density on the survival of 407 sandblasted and acid-etched dental implants: A retrospective multicenter study.,Foletti JM; Sterba M; Maurice P; Dibatista JC; de Gea R; Birault L,2023,J Dent Res Dent Clin Dent Prospects,NC,10.34172/joddd.2023.39248,https://pubmed.ncbi.nlm.nih.gov/37649820/,"""kontact TM"""
Resorbable magnesium metal membrane for sinus lift procedures: a case series.,Elad A; Pul L; Rider P; Rogge S; Witte F; Tadic D; Mijiritsky E; Kacarevic ZP; Steigmann L,2023,BMC Oral Health,NC,10.1186/s12903-023-03695-4,https://pubmed.ncbi.nlm.nih.gov/38097992/,"""novamag"""
Regeneration of Intrabony Defects Using a Novel Magnesium Membrane.,Hangyasi DB; Kortvelyessy G; Blaskovic M; Rider P; Rogge S; Siber S; Kacarevic ZP; Candrlic M,2023,Medicina (Kaunas),NC,10.3390/medicina59112018,https://pubmed.ncbi.nlm.nih.gov/38004067/,"""novamag"""
Application of Biodegradable Magnesium Membrane Shield Technique for Immediate Dentoalveolar Bone Regeneration.,Elad A; Rider P; Rogge S; Witte F; Tadic D; Kacarevic ZP; Steigmann L,2023,Biomedicines,NC,10.3390/biomedicines11030744,https://pubmed.ncbi.nlm.nih.gov/36979728/,"""novamag"""
Characterization of a Magnesium Fluoride Conversion Coating on Mg-2Y-1Mn-1Zn Screws for Biomedical Applications.,Gambaro S; Nascimento ML; Shekargoftar M; Ravanbakhsh S; Sales V; Paternoster C; Bartosch M; Witte F; Mantovani D,2022,Materials (Basel),NC,10.3390/ma15228245,https://pubmed.ncbi.nlm.nih.gov/36431729/,"""novamag"""
Short-term effect of magnetic stimulation added to bladder training in women with idiopathic overactive bladder: A prospective randomized controlled trial.,Tezer T; Yildiz N; Sarsan A; Alkan H,2022,Neurourol Urodyn,NC,10.1002/nau.24957,https://pubmed.ncbi.nlm.nih.gov/35593007/,"""novamag"""
Analysis of a Pure Magnesium Membrane Degradation Process and Its Functionality When Used in a Guided Bone Regeneration Model in Beagle Dogs.,Rider P; Kacarevic ZP; Elad A; Rothamel D; Sauer G; Bornert F; Windisch P; Hangyasi D; Molnar B; Hesse B; Witte F,2022,Materials (Basel),NC,10.3390/ma15093106,https://pubmed.ncbi.nlm.nih.gov/35591440/,"""novamag"""
Research status and prospects of biodegradable magnesium-based metal guided bone regeneration membranes.,"Chen L, Han J, Guo C.",2024,Hua Xi Kou Qiang Yi Xue Za Zhi,None,10.7518/hxkq.2024.2024140,https://europepmc.org/article/MED/39049628,"""novamag"""
Evaluation between Biodegradable Magnesium Metal GBR Membrane and Bovine Graft with or without Hyaluronate.,"Blašković M, Blašković D, Hangyasi DB, Peloza OC, Tomas M, Čandrlić M, Rider P, Mang B, Kačarević ŽP, Trajkovski B.",2023,Membranes (Basel),None,10.3390/membranes13080691,https://europepmc.org/article/MED/37623752,"""novamag"""
First-principles calculations of magnetic properties for analysis of magnetization processes in rare-earth permanent magnets.,"Tsuchiura H, Yoshioka T, Novák P, Fischbacher J, Kovacs A, Schrefl T.",2021,Sci Technol Adv Mater,None,10.1080/14686996.2021.1947119,https://europepmc.org/article/MED/34512178,"""novamag"""
Biodegradable magnesium fixation screw for barrier membranes used in guided bone regeneration.,"Kačarević ŽP, Rider P, Elad A, Tadic D, Rothamel D, Sauer G, Bornert F, Windisch P, Hangyási DB, Molnar B, Kämmerer T, Hesse B, Bortel E, Bartosch M, Witte F.",2022,Bioact Mater,None,10.1016/j.bioactmat.2021.10.036,https://europepmc.org/article/MED/35310352,"""novamag"""
Biodegradable magnesium barrier membrane used for guided bone regeneration in dental surgery.,"Rider P, Kačarević ŽP, Elad A, Tadic D, Rothamel D, Sauer G, Bornert F, Windisch P, Hangyási DB, Molnar B, Bortel E, Hesse B, Witte F.",2022,Bioact Mater,None,10.1016/j.bioactmat.2021.11.018,https://europepmc.org/article/MED/35310351,"""novamag"""
Biocompatibility Analyses of HF-Passivated Magnesium Screws for Guided Bone Regeneration (GBR).,"Jung O, Hesse B, Stojanovic S, Seim C, Weitkamp T, Batinic M, Goerke O, Kačarević ŽP, Rider P, Najman S, Barbeck M.",2021,Int J Mol Sci,None,10.3390/ijms222212567,https://europepmc.org/article/MED/34830451,"""novamag"""
Nanoscale true random bit generator based on magnetic state transitions in magnetic tunnel junctions.,"Jenkins AS, Alvarez LSE, Freitas PP, Ferreira R.",2019,Sci Rep,None,10.1038/s41598-019-52236-z,https://europepmc.org/article/MED/31666671,"""novamag"""
Digital and analogue modulation and demodulation scheme using vortex-based spin torque nano-oscillators.,"Jenkins AS, Alvarez LSE, Freitas PP, Ferreira R.",2020,Sci Rep,None,10.1038/s41598-020-68001-6,https://europepmc.org/article/MED/32636523,"""novamag"""
Biomaterial Scaffolds for Periodontal Tissue Engineering.,"Chen H, Song G, Xu T, Meng C, Zhang Y, Xin T, Yu T, Lin Y, Han B.",2024,J Funct Biomater,None,10.3390/jfb15080233,https://europepmc.org/article/MED/39194671,"""novamag"""
In vitro safety evaluation of rare earth-lean alloys for permanent magnets manufacturing.,"Rumbo C, Espina CC, Gassmann J, Tosoni O, Barros García R, Martín SM, Tamayo-Ramos JA.",2021,Sci Rep,None,10.1038/s41598-021-91890-0,https://europepmc.org/article/MED/34135388,"""novamag"""
Biodegradation of a Magnesium Alloy Fixation Screw Used in a Guided Bone Regeneration Model in Beagle Dogs.,"Rider P, Kačarević ŽP, Elad A, Rothamel D, Sauer G, Bornert F, Windisch P, Hangyási D, Molnar B, Hesse B, Assad M, Witte F.",2022,Materials (Basel),None,10.3390/ma15124111,https://europepmc.org/article/MED/35744169,"""novamag"""
Microstructure and Mechanical Properties of Hot-Extruded Mg-Zn-Ga-(Y) Biodegradable Alloys.,"Bazhenov V, Li A, Tavolzhanskii S, Bazlov A, Tabachkova N, Koltygin A, Komissarov A, Shin KS.",2022,Materials (Basel),None,10.3390/ma15196849,https://europepmc.org/article/MED/36234190,"""novamag"""
L1<sub>0</sub>-FeNi films on Au-Cu-Ni buffer-layer: a high-throughput combinatorial study.,"Giannopoulos G, Barucca G, Kaidatzis A, Psycharis V, Salikhov R, Farle M, Koutsouflakis E, Niarchos D, Mehta A, Scuderi M, Nicotra G, Spinella C, Laureti S, Varvaro G.",2018,Sci Rep,None,10.1038/s41598-018-34296-9,https://europepmc.org/article/MED/30374113,"""novamag"""
Developments in Alloplastic Bone Grafts and Barrier Membrane Biomaterials for Periodontal Guided Tissue and Bone Regeneration Therapy.,"Ashfaq R, Kovács A, Berkó S, Budai-Szűcs M.",2024,Int J Mol Sci,None,10.3390/ijms25147746,https://europepmc.org/article/MED/39062989,"""novamag"""
Magnetisation switching of FePt nanoparticle recording medium by femtosecond laser pulses.,"John R, Berritta M, Hinzke D, Müller C, Santos T, Ulrichs H, Nieves P, Walowski J, Mondal R, Chubykalo-Fesenko O, McCord J, Oppeneer PM, Nowak U, Münzenberg M.",2017,Sci Rep,None,10.1038/s41598-017-04167-w,https://europepmc.org/article/MED/28646186,"""novamag"""
"Laser Decontamination and LED Photobiomodulation Promote Bone Regeneration and Wound Healing by Secondary Intention, in Alveolar Ridge Preservation-Clinical and Radiographic Evaluation: A Pilot Experience.",Caccianiga G; Rey G; Baldoni M; Caccianiga P; Porcaro G; Baldoni A; Ceraulo S,2022,Photobiomodul Photomed Laser Surg,NC,10.1089/photob.2021.0062,https://pubmed.ncbi.nlm.nih.gov/35255233/,ATP38
"A Comparative Assessment of the Efficiency of Orthodontic Treatment With and Without Photobiomodulation During Mandibular Decrowding in Young Subjects: A Single-Center, Single-Blind Randomized Controlled Trial.",Lo Giudice A; Nucera R; Leonardi R; Paiusco A; Baldoni M; Caccianiga G,2020,Photobiomodul Photomed Laser Surg,NC,10.1089/photob.2019.4747,https://pubmed.ncbi.nlm.nih.gov/31944878/,ATP38
Effect of LED photobiomodulation on dental implant osseointegration: An in vivo study.,"Foletti JM, Remy F, Chevenement L, Sterba M, Tavitian P, Badih L, Kenck-Veran O.",2023,J Dent Res Dent Clin Dent Prospects,None,10.34172/joddd.2023.36954,https://europepmc.org/article/MED/37650019,ATP38
Evaluation of effectiveness of photobiostimulation in alleviating side effects after dental implant surgery. A randomized clinical trial.,"Caccianiga G, Perillo L, Portelli M, Baldoni M, Galletti C, Gay-Escoda C.",2020,Med Oral Patol Oral Cir Bucal,None,10.4317/medoral.23336,https://europepmc.org/article/MED/31967979,ATP38
Pain Reduction during Rapid Palatal Expansion Due to LED Photobiomodulation Irradiation: A Randomized Clinical Trial.,"Caccianiga G, Caccianiga P, Baldoni M, Lo Giudice A, Perillo L, Moretti N, Ceraulo S.",2021,Life (Basel),None,10.3390/life12010037,https://europepmc.org/article/MED/35054430,ATP38
Pain during Rapid Maxillary Expansion: A Systematic Review.,"Barone M, De Stefani A, Cavallari F, Gracco A, Bruno G.",2023,Children (Basel),None,10.3390/children10040666,https://europepmc.org/article/MED/37189916,ATP38
Efficiency of photobiomodulation on accelerating the tooth movement in the alignment phase of orthodontic treatment-A systematic review and meta-analysis.,"Huang T, Wang Z, Li J.",2023,Heliyon,None,10.1016/j.heliyon.2023.e13220,https://europepmc.org/article/MED/36798780,ATP38
Non-surgical adjunctive interventions for accelerating tooth movement in patients undergoing orthodontic treatment.,"El-Angbawi A, McIntyre G, Fleming PS, Bearn D.",2023,Cochrane Database Syst Rev,None,10.1002/14651858.cd010887.pub3,https://europepmc.org/article/MED/37339352,ATP38
Significance of Individual Domains of ClpL: A Novel Chaperone from <i>Streptococcus mutans</i>.,"Jana B, Biswas I.",2020,Biochemistry,None,10.1021/acs.biochem.0c00544,https://europepmc.org/article/MED/32791831,ATP38
Role of the P2X7 receptor in inflammation-mediated changes in the osteogenesis of periodontal ligament stem cells.,"Xu XY, He XT, Wang J, Li X, Xia Y, Tan YZ, Chen FM.",2019,Cell Death Dis,None,10.1038/s41419-018-1253-y,https://europepmc.org/article/MED/30622236,ATP38
Macroscopic Evidence of Surface Changes of Dental Implants After Insertion and Removal in Dense Bone: In Vitro Study.,Romanos GE; Delgado-Ruiz R,2022,Int J Oral Maxillofac Implants,NC,10.11607/jomi.9197,https://pubmed.ncbi.nlm.nih.gov/35476861/,"""zeramex"""
In vitro surface characteristics and impurity analysis of five different commercially available dental zirconia implants.,Beger B; Goetz H; Morlock M; Schiegnitz E; Al-Nawas B,2018,Int J Implant Dent,NC,10.1186/s40729-018-0124-8,https://pubmed.ncbi.nlm.nih.gov/29696470/,"""zeramex"""
"The Impact of In Vitro Accelerated Aging, Approximating 30 and 60 Years In Vivo, on Commercially Available Zirconia Dental Implants.",Monzavi M; Noumbissi S; Nowzari H,2017,Clin Implant Dent Relat Res,NC,10.1111/cid.12462,https://pubmed.ncbi.nlm.nih.gov/27862871/,"""zeramex"""
Pro-inflammatory cytokines at zirconia implants and teeth. A cross-sectional assessment.,Cionca N; Hashim D; Cancela J; Giannopoulou C; Mombelli A,2016,Clin Oral Investig,NC,10.1007/s00784-016-1729-z,https://pubmed.ncbi.nlm.nih.gov/26832782/,"""zeramex"""
Success Rate of Two-Piece Zirconia Implants: A Retrospective Statistical Analysis.,Jank S; Hochgatterer G,2016,Implant Dent,NC,10.1097/ID.0000000000000365,https://pubmed.ncbi.nlm.nih.gov/26840270/,"""zeramex"""
Two-piece zirconia implants supporting all-ceramic crowns: a prospective clinical study.,Cionca N; Muller N; Mombelli A,2015,Clin Oral Implants Res,NC,10.1111/clr.12370,https://pubmed.ncbi.nlm.nih.gov/24666352/,"""zeramex"""
Comparison of Zirconia Implant Surface Modifications for Optimal Osseointegration.,"Jin HW, Noumbissi S, Wiedemann TG.",2024,J Funct Biomater,None,10.3390/jfb15040091,https://europepmc.org/article/MED/38667548,"""zeramex"""
One-piece versus two-piece ceramic dental implants.,"Bollen C, Hakobayan G, Jörgens M.",2024,Br Dent J,None,10.1038/s41415-024-7123-3,https://europepmc.org/article/MED/38459309,"""zeramex"""
Fracture Resistance of a Two-Piece Zirconia Implant System after Artificial Loading and/or Hydrothermal Aging-An In Vitro Investigation.,"Kohal RJ, Schikofski T, Adolfsson E, Vach K, Patzelt SBM, Nold J, Wemken G.",2023,J Funct Biomater,None,10.3390/jfb14120567,https://europepmc.org/article/MED/38132821,"""zeramex"""
Clinical outcomes of zirconia implants: a systematic review and meta-analysis.,"Mohseni P, Soufi A, Chrcanovic BR.",2023,Clin Oral Investig,None,10.1007/s00784-023-05401-8,https://europepmc.org/article/MED/38135804,"""zeramex"""
Fracture Resistance of a Bone-Level Two-Piece Zirconia Oral Implant System-The Influence of Artificial Loading and Hydrothermal Aging.,"Kohal RJ, Riesterer E, Vach K, Patzelt SBM, Iveković A, Einfalt L, Kocjan A, Hillebrecht AL.",2024,J Funct Biomater,None,10.3390/jfb15050122,https://europepmc.org/article/MED/38786633,"""zeramex"""
